Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,time_s,leader_id,gap_distance,leader_vel,rel_vel,time_headway_s,ttc_s,is_near_collision,is_sudden_braking,is_lane_change_point,is_car_following_candidate
970,2470,268,1118847225900,55.472,539.354,6451471.249,1872960.738,18.0,8.4,2,40.89,6.96,5,,,,,,,969,975,38.24,0.94,us-101,1118847225.9,969.0,38.24000000000001,45.49,-4.600000000000001,0.9351919784788459,inf,False,False,False,True
970,2471,268,1118847226000,55.621,543.465,6451474.221,1872957.88,18.0,8.4,2,41.66,8.65,5,,,,,,,969,975,38.7,0.93,us-101,1118847226.0,969.0,38.698999999999955,45.49,-3.8300000000000054,0.9289246279404695,inf,False,False,False,True
970,2472,268,1118847226100,55.771,547.665,6451477.249,1872954.971,18.0,8.4,2,42.61,10.11,5,,,,,,,969,975,39.05,0.92,us-101,1118847226.1,969.0,39.05200000000002,45.34,-2.730000000000004,0.9164984745364942,inf,False,False,False,True
970,2473,268,1118847226200,55.917,551.971,6451480.358,1872951.995,18.0,8.4,2,43.69,11.2,5,,,,,,,969,975,39.27,0.9,us-101,1118847226.2,969.0,39.26599999999996,45.14,-1.4500000000000028,0.8987411306935217,inf,False,False,False,True
970,2474,268,1118847226300,56.044,556.399,6451483.56,1872948.96,18.0,8.4,2,44.76,10.56,5,,,,,,,969,975,39.33,0.88,us-101,1118847226.3,969.0,39.33299999999997,45.01,-0.25,0.8787533512064337,inf,False,False,False,True
970,2475,268,1118847226400,56.216,560.95,6451486.852,1872945.786,18.0,8.4,2,45.6,6.92,5,,,,,,,969,975,39.27,0.86,us-101,1118847226.4,969.0,39.274,44.98,0.6200000000000045,0.8612719298245614,63.34516129032212,False,False,False,True
970,2476,268,1118847226500,56.335,565.572,6451490.237,1872942.598,18.0,8.4,2,46.11,2.84,5,,,,,,,969,975,39.15,0.85,us-101,1118847226.5,969.0,39.150999999999954,44.99,1.1199999999999974,0.8490782910431567,34.95625000000004,False,False,False,True
970,2477,268,1118847226600,56.292,570.214,6451493.71,1872939.55,18.0,8.4,2,46.32,0.8,5,,,,,,,969,975,39.01,0.84,us-101,1118847226.6,969.0,39.0089999999999,45.0,1.3200000000000003,0.8421632124352311,29.552272727272644,False,False,False,True
970,2478,268,1118847226700,56.192,574.853,6451497.231,1872936.536,18.0,8.4,2,46.38,0.41,5,,,,,,,969,975,38.87,0.84,us-101,1118847226.7,969.0,38.870000000000005,45.0,1.3800000000000026,0.838076757222941,28.166666666666618,False,False,False,True
970,2479,268,1118847226800,56.131,579.504,6451500.731,1872933.488,18.0,8.4,2,46.31,-1.31,5,,,,,,,969,975,38.72,0.84,us-101,1118847226.8,969.0,38.71899999999994,45.0,1.3100000000000023,0.8360829194558397,29.556488549618223,False,False,False,True
970,2480,268,1118847226900,56.139,584.146,6451504.202,1872930.372,18.0,8.4,2,46.04,-4.06,5,,,,,,,969,975,38.61,0.84,us-101,1118847226.9,969.0,38.605999999999995,44.73,1.3100000000000023,0.8385317115551694,29.47022900763353,False,True,False,True
970,2481,268,1118847227000,56.142,588.737,6451507.634,1872927.299,18.0,8.4,2,45.62,-5.02,5,,,,,,,969,975,38.49,0.84,us-101,1118847227.0,969.0,38.48599999999999,44.11,1.509999999999998,0.8436212187637,25.487417218543072,False,True,False,True
970,2482,268,1118847227100,56.072,593.265,6451511.034,1872924.352,18.0,8.4,2,45.23,-3.31,5,,,,,,,969,975,38.31,0.85,us-101,1118847227.1,969.0,38.30600000000004,43.67,1.5599999999999952,0.8469157638735362,24.555128205128305,False,True,False,True
970,2483,268,1118847227200,55.994,597.754,6451514.428,1872921.422,18.0,8.4,2,45.01,-0.8,5,,,,,,,969,975,38.12,0.85,us-101,1118847227.2,969.0,38.11900000000003,43.67,1.3399999999999963,0.8469006887358371,28.447014925373235,False,False,False,True
