Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,time_s,leader_id,gap_distance,leader_vel,rel_vel,time_headway_s,ttc_s,is_near_collision,is_sudden_braking,is_lane_change_point,is_car_following_candidate
2146,6162,427,1118847595100,13.646,150.099,6451217.288,1873262.033,5.5,3.5,1,38.37,11.2,2,,,,,,,"2,160","2,169",40.33,1.05,us-101,1118847595.1,2160.0,40.328,25.01,13.359999999999996,1.0510294500912172,3.018562874251498,False,False,False,True
2146,6163,427,1118847595200,13.711,154.019,6451219.926,1873259.102,5.5,3.5,1,39.37,7.2,2,,,,,,,"2,160","2,169",38.96,0.99,us-101,1118847595.2,2160.0,38.956999999999994,25.39,13.979999999999997,0.989509779019558,2.7866237482117313,False,False,False,True
2146,6164,427,1118847595300,13.703,158.036,6451222.677,1873256.156,5.5,3.5,1,39.77,0.78,2,,,,,,,"2,160","2,169",37.5,0.94,us-101,1118847595.3,2160.0,37.50399999999999,25.52,14.250000000000004,0.9430223786773947,2.6318596491228057,False,False,False,True
2146,6165,427,1118847595400,13.702,162.043,6451225.403,1873253.228,5.5,3.5,1,39.68,-3.15,2,,,,,,,"2,160","2,169",36.05,0.91,us-101,1118847595.4,2160.0,36.04999999999998,25.52,14.16,0.9085181451612899,2.5459039548022586,False,True,False,True
2146,6166,427,1118847595500,13.7,165.988,6451228.129,1873250.3,5.5,3.5,1,39.52,-1.55,2,,,,,,,"2,160","2,169",34.66,0.88,us-101,1118847595.5,2160.0,34.655,25.53,13.990000000000002,0.8768977732793521,2.4771265189421015,False,False,False,True
2146,6167,427,1118847595600,13.735,169.914,6451230.854,1873247.372,5.5,3.5,1,39.51,1.56,2,,,,,,,"2,160","2,169",33.3,0.84,us-101,1118847595.6,2160.0,33.297000000000025,25.42,14.089999999999996,0.842748671222476,2.3631653655074545,False,False,False,True
2146,6168,427,1118847595700,13.79,173.868,6451233.58,1873244.444,5.5,3.5,1,39.58,1.6,2,,,,,,,"2,160","2,169",31.9,0.81,us-101,1118847595.7,2160.0,31.905,24.97,14.61,0.8060889338049521,2.1837782340862426,False,False,False,True
2146,6169,427,1118847595800,13.873,177.852,6451236.305,1873241.476,5.5,3.5,1,39.59,-1.53,2,,,,,,,"2,160","2,169",30.42,0.77,us-101,1118847595.8,2160.0,30.415999999999997,24.09,15.500000000000004,0.7682748168729475,1.9623225806451607,False,False,False,True
2146,6170,427,1118847595900,13.909,181.81,6451239.013,1873238.594,5.5,3.5,1,39.5,-1.78,2,,,,,,,"2,160","2,169",28.81,0.73,us-101,1118847595.9,2160.0,28.810000000000002,22.98,16.52,0.729367088607595,1.743946731234867,False,False,False,True
2146,6171,427,1118847596000,13.793,185.716,6451241.78,1873235.87,5.5,3.5,1,39.64,3.81,2,,,,,,,"2,160","2,169",27.12,0.68,us-101,1118847596.0,2160.0,27.120000000000005,22.08,17.560000000000002,0.6841574167507569,1.5444191343963554,False,False,False,True
