Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,time_s,leader_id,gap_distance,leader_vel,rel_vel,time_headway_s,ttc_s,is_near_collision,is_sudden_braking,is_lane_change_point,is_car_following_candidate,ego_Local_Y,is_ego,scenario_label,distance_from_ego_y
955,2475,465,1118847226400,40.056,826.462,6451696.94,1872781.903,16.0,7.9,2,40.84,-8.34,4,,,,,,,952,961,52.29,1.28,us-101,1118847226.4,952.0,52.29399999999998,35.02,5.82,1.2804603330068556,8.985223367697591,False,True,False,True,747.547,False,sudden_braking,78.91499999999996
956,2475,306,1118847226400,52.564,837.244,6451696.764,1872765.399,16.0,7.4,2,34.82,-1.19,5,,,,,,,942,958,188.38,5.41,us-101,1118847226.4,,,,,,inf,False,False,False,False,747.547,False,sudden_braking,89.697
957,2475,508,1118847226400,29.469,804.39,6451687.355,1872804.436,16.0,8.5,2,30.51,-0.84,3,,,,,,,953,962,50.39,1.65,us-101,1118847226.4,953.0,50.39099999999996,30.0,0.5100000000000016,1.6516224188790547,98.8058823529408,False,False,False,True,747.547,False,sudden_braking,56.84299999999996
958,2475,448,1118847226400,50.341,767.696,6451646.046,1872812.958,17.0,8.5,2,45.03,0.42,5,,,,,,,956,964,69.55,1.54,us-101,1118847226.4,956.0,69.548,34.82,10.21,1.5444814568065734,6.811753183153771,False,False,False,True,747.547,False,sudden_braking,20.149
959,2475,612,1118847226400,8.645,797.47,6451695.91,1872824.644,25.0,8.5,3,25.26,0.82,1,,,,,,,948,966,76.89,3.04,us-101,1118847226.4,948.0,76.88999999999999,19.9,5.360000000000003,3.0439429928741086,14.345149253731332,False,False,False,False,747.547,False,sudden_braking,49.923
961,2475,471,1118847226400,42.278,731.731,6451624.313,1872842.768,18.5,8.5,2,43.55,8.25,4,,,,,,,955,965,94.73,2.18,us-101,1118847226.4,955.0,94.731,40.84,2.7099999999999937,2.1752238805970148,34.95608856088569,False,False,False,False,747.547,False,sudden_braking,-15.816000000000031
962,2475,502,1118847226400,30.003,747.547,6451644.33,1872841.529,15.0,6.9,2,33.63,-10.7,3,,,,,,,957,968,56.84,1.69,us-101,1118847226.4,957.0,56.84299999999996,30.51,3.120000000000001,1.6902468034493,18.218910256410236,False,True,False,True,747.547,True,sudden_braking,0.0
964,2475,467,1118847226400,50.958,668.206,6451570.873,1872878.135,13.5,6.9,2,45.0,0.0,5,,,,,,,958,969,99.49,2.21,us-101,1118847226.4,958.0,99.49000000000001,45.03,-0.030000000000001137,2.210888888888889,inf,False,False,False,False,747.547,False,sudden_braking,-79.34100000000001
965,2475,442,1118847226400,40.046,656.134,6451569.0,1872894.299,18.0,7.9,2,45.0,0.0,4,,,,,,,961,974,75.6,1.68,us-101,1118847226.4,961.0,75.59699999999998,43.55,1.4500000000000028,1.6799333333333328,52.1358620689654,False,False,False,True,747.547,False,sudden_braking,-91.41300000000001
966,2475,546,1118847226400,7.682,754.912,6451664.585,1872853.449,15.5,7.4,2,24.08,-6.92,1,,,,,,,959,971,42.56,1.77,us-101,1118847226.4,959.0,42.55799999999999,25.26,-1.1800000000000033,1.7673588039867107,inf,False,True,False,True,747.547,False,sudden_braking,7.365000000000009
967,2475,471,1118847226400,19.024,738.506,6451644.768,1872855.754,17.0,7.9,2,35.03,0.07,2,,,,,,,950,973,126.31,3.61,us-101,1118847226.4,950.0,126.30799999999999,25.0,10.030000000000001,3.605709391949757,12.593020937188433,False,False,False,False,747.547,False,sudden_braking,-9.041000000000054
